"account_status","User ID"
churn risk,193
churn risk,194
churn risk,195
churn risk,196
churn risk,197
churn risk,198
churn risk,199
churn risk,200
churn risk,201
churn risk,202
churn risk,203
churn risk,204
churn risk,205
churn risk,206
churn risk,207
churn risk,208
churn risk,209
churn risk,210
churn risk,211
churn risk,212
churn risk,213
churn risk,214
churn risk,215
churn risk,216
churn risk,217
churn risk,218
churn risk,219
churn risk,220
churn risk,221
churn risk,222
churn risk,223
churn risk,224
churn risk,225
churn risk,226
churn risk,227
churn risk,228
churn risk,229
churn risk,230
churn risk,231
churn risk,232
churn risk,233
churn risk,234
churn risk,235
churn risk,236
churn risk,237
churn risk,238
churn risk,239
churn risk,240
churn risk,241
churn risk,242
churn risk,243
churn risk,244
churn risk,245
churn risk,246
churn risk,247
churn risk,248
churn risk,249
churn risk,250
churn risk,251
churn risk,252
churn risk,253
churn risk,254
churn risk,255
churn risk,256
churn risk,257
churn risk,258
churn risk,259
churn risk,260
churn risk,261
churn risk,262
churn risk,263
churn risk,264
churn risk,265
churn risk,266
churn risk,267
churn risk,268
churn risk,269
churn risk,270
churn risk,271
churn risk,272
churn risk,273
churn risk,274
churn risk,275
churn risk,276
churn risk,277
churn risk,278
churn risk,279
churn risk,280
churn risk,281
churn risk,282
churn risk,283
churn risk,284
churn risk,285
churn risk,286
churn risk,287
churn risk,288
churn risk,289
churn risk,290
churn risk,291
churn risk,292
churn risk,293
churn risk,294
churn risk,295
churn risk,296
churn risk,297
churn risk,298
churn risk,299
churn risk,300
churn risk,301
churn risk,302
churn risk,303
churn risk,304
churn risk,305
churn risk,306
churn risk,307
churn risk,308
churn risk,309
churn risk,310
churn risk,311
churn risk,312
churn risk,313
churn risk,314
churn risk,315
churn risk,316
churn risk,317
churn risk,318
churn risk,319
churn risk,320
churn risk,321
churn risk,322
churn risk,323
churn risk,324
churn risk,325
churn risk,326
churn risk,327
churn risk,328
churn risk,329
churn risk,330
churn risk,331
churn risk,332
churn risk,333
churn risk,334
churn risk,335
churn risk,336
churn risk,337
churn risk,338
churn risk,339
churn risk,340
churn risk,341
churn risk,342
churn risk,343
churn risk,344
churn risk,345
churn risk,346
churn risk,347
churn risk,348
churn risk,349
churn risk,350
churn risk,351
churn risk,352
churn risk,353
churn risk,354
churn risk,355
churn risk,356
churn risk,357
churn risk,358
churn risk,359
churn risk,360
churn risk,361
churn risk,362
churn risk,363
churn risk,364
churn risk,365
churn risk,366
churn risk,367
churn risk,368
churn risk,369
churn risk,370
churn risk,371
churn risk,372
churn risk,373
churn risk,374
churn risk,375
churn risk,376
churn risk,377
churn risk,378
churn risk,379
churn risk,380
churn risk,381
churn risk,382
churn risk,383
churn risk,384
churn risk,385
churn risk,386
churn risk,387
churn risk,388
churn risk,389
churn risk,390
churn risk,391
churn risk,392
churn risk,393
churn risk,394
churn risk,395
churn risk,396
churn risk,397
churn risk,398
churn risk,399
churn risk,400
churn risk,401
churn risk,402
churn risk,403
churn risk,404
churn risk,405
churn risk,406
churn risk,407
churn risk,408
churn risk,409
churn risk,410
churn risk,411
churn risk,412
churn risk,413
churn risk,414
churn risk,415
churn risk,416
churn risk,417
churn risk,418
churn risk,419
churn risk,420
churn risk,421
churn risk,422
churn risk,423
churn risk,424
churn risk,425
churn risk,426
churn risk,427
churn risk,428
churn risk,429
churn risk,430
churn risk,431
churn risk,432
churn risk,433
churn risk,434
churn risk,435
churn risk,436
churn risk,437
churn risk,438
churn risk,439
churn risk,440
churn risk,441
churn risk,442
churn risk,443
churn risk,444
churn risk,445
churn risk,446
churn risk,447
churn risk,448
churn risk,449
churn risk,450
churn risk,451
churn risk,452
churn risk,453
churn risk,454
churn risk,455
churn risk,456
churn risk,457
churn risk,458
churn risk,459
churn risk,460
churn risk,461
churn risk,462
churn risk,463
churn risk,464
churn risk,465
churn risk,466
churn risk,467
churn risk,468
churn risk,469
churn risk,470
churn risk,471
churn risk,472
churn risk,473
churn risk,474
churn risk,475
churn risk,476
churn risk,477
churn risk,478
churn risk,479
churn risk,480
churn risk,481
churn risk,482
churn risk,483
churn risk,484
churn risk,485
churn risk,486
churn risk,487
churn risk,488
churn risk,489
churn risk,490
churn risk,491
churn risk,492
churn risk,493
churn risk,494
churn risk,495
churn risk,496
churn risk,497
churn risk,498
churn risk,499
churn risk,500
churn risk,501
churn risk,502
churn risk,503
churn risk,504
churn risk,505
churn risk,506
churn risk,507
churn risk,508
churn risk,509
churn risk,510
churn risk,511
churn risk,512
churn risk,513
churn risk,514
churn risk,515
churn risk,516
churn risk,517
churn risk,518
churn risk,519
churn risk,520
churn risk,521
churn risk,522
churn risk,523
churn risk,524
churn risk,525
churn risk,526
churn risk,527
churn risk,528
churn risk,529
churn risk,530
churn risk,531
churn risk,532
churn risk,533
churn risk,534
churn risk,535
churn risk,536
churn risk,537
churn risk,538
churn risk,539
churn risk,540
churn risk,541
churn risk,542
churn risk,543
churn risk,544
churn risk,545
churn risk,546
churn risk,547
churn risk,548
churn risk,549
churn risk,550
churn risk,551
churn risk,552
churn risk,553
churn risk,554
churn risk,555
churn risk,556
churn risk,557
churn risk,558
churn risk,559
churn risk,560
churn risk,561
churn risk,562
churn risk,563
churn risk,564
churn risk,565
churn risk,566
churn risk,567
churn risk,568
churn risk,569
churn risk,570
churn risk,571
churn risk,572
churn risk,573
churn risk,574
churn risk,575
churn risk,576
churn risk,577
churn risk,578
churn risk,579
churn risk,580
churn risk,581
churn risk,582
churn risk,583
churn risk,584
churn risk,585
churn risk,586
churn risk,587
churn risk,588
churn risk,589
churn risk,590
churn risk,591
churn risk,592
churn risk,593
churn risk,594
churn risk,595
churn risk,596
churn risk,597
churn risk,598
churn risk,599
churn risk,600
churn risk,601
churn risk,602
churn risk,603
churn risk,604
churn risk,605
churn risk,606
churn risk,607
churn risk,608
churn risk,609
churn risk,610
churn risk,611
churn risk,612
churn risk,613
churn risk,614
churn risk,615
churn risk,616
churn risk,617
churn risk,618
churn risk,619
churn risk,620
churn risk,621
churn risk,622
churn risk,623
churn risk,624
churn risk,625
churn risk,626
churn risk,627
churn risk,628
churn risk,629
churn risk,630
churn risk,631
churn risk,632
churn risk,633
churn risk,634
churn risk,635
churn risk,636
churn risk,637
churn risk,638
churn risk,639
churn risk,640
churn risk,641
churn risk,642
churn risk,643
churn risk,644
churn risk,645
churn risk,646
churn risk,647
churn risk,648
churn risk,649
churn risk,650
churn risk,651
churn risk,652
churn risk,653
churn risk,654
churn risk,655
churn risk,656
churn risk,657
churn risk,658
churn risk,659
churn risk,660
churn risk,661
churn risk,662
churn risk,663
churn risk,664
churn risk,665
churn risk,666
churn risk,667
churn risk,668
churn risk,669
churn risk,670
churn risk,671
churn risk,672
churn risk,673
churn risk,674
churn risk,675
churn risk,676
churn risk,677
churn risk,678
churn risk,679
churn risk,680
churn risk,681
churn risk,682
churn risk,683
churn risk,684
churn risk,685
churn risk,686
churn risk,687
churn risk,688
churn risk,689
churn risk,690
churn risk,691
churn risk,692
churn risk,693
churn risk,694
churn risk,695
churn risk,696
churn risk,697
churn risk,698
churn risk,699
churn risk,700
churn risk,701
churn risk,702
churn risk,703
churn risk,704
churn risk,705
churn risk,706
churn risk,707
churn risk,708
churn risk,709
churn risk,710
churn risk,711
churn risk,712
churn risk,713
churn risk,714
churn risk,715
churn risk,716
churn risk,717
churn risk,718
churn risk,719
churn risk,720
churn risk,721
churn risk,722
churn risk,723
churn risk,724
churn risk,725
churn risk,726
churn risk,727
churn risk,728
churn risk,729
churn risk,730
churn risk,731
churn risk,732
churn risk,733
churn risk,734
churn risk,735
churn risk,736
churn risk,737
churn risk,738
churn risk,739
churn risk,740
churn risk,741
churn risk,742
churn risk,743
churn risk,744
churn risk,745
churn risk,746
churn risk,747
churn risk,748
churn risk,749
churn risk,750
churn risk,751
churn risk,752
churn risk,753
churn risk,754
churn risk,755
churn risk,756
churn risk,757
churn risk,758
churn risk,759
churn risk,760
churn risk,761
churn risk,762
churn risk,763
churn risk,764
churn risk,765
churn risk,766
churn risk,767
churn risk,768
churn risk,769
churn risk,770
churn risk,771
churn risk,772
churn risk,773
churn risk,774
churn risk,775
churn risk,776
churn risk,777
churn risk,778
churn risk,779
churn risk,780
churn risk,781
churn risk,782
churn risk,783
churn risk,784
churn risk,785
churn risk,786
churn risk,787
churn risk,788
churn risk,789
churn risk,790
churn risk,791
churn risk,792
churn risk,793
churn risk,794
churn risk,795
churn risk,796
churn risk,797
churn risk,798
churn risk,799
churn risk,800
churn risk,801
churn risk,802
churn risk,803
churn risk,804
churn risk,805
churn risk,806
churn risk,807
churn risk,808
churn risk,809
churn risk,810
churn risk,811
churn risk,812
churn risk,813
churn risk,814
churn risk,815
churn risk,816
churn risk,817
churn risk,818
churn risk,819
churn risk,820
churn risk,821
churn risk,822
churn risk,823
churn risk,824
churn risk,825
churn risk,826
churn risk,827
churn risk,828
churn risk,829
churn risk,830
churn risk,831
churn risk,832
churn risk,833
churn risk,834
churn risk,835
churn risk,836
churn risk,837
churn risk,838
churn risk,839
churn risk,840
churn risk,841
churn risk,842
churn risk,843
churn risk,844
churn risk,845
churn risk,846
churn risk,847
churn risk,848
churn risk,849
churn risk,850
churn risk,851
churn risk,852
churn risk,853
churn risk,854
churn risk,855
churn risk,856
churn risk,857
churn risk,858
churn risk,859
churn risk,860
churn risk,861
churn risk,862
churn risk,863
churn risk,864
churn risk,865
churn risk,866
churn risk,867
churn risk,868
churn risk,869
churn risk,870
churn risk,871
churn risk,872
churn risk,873
churn risk,874
churn risk,875
churn risk,876
churn risk,877
churn risk,878
churn risk,879
churn risk,880
churn risk,881
churn risk,882
churn risk,883
churn risk,884
churn risk,885
churn risk,886
churn risk,887
churn risk,888
churn risk,889
churn risk,890
churn risk,891
churn risk,892
churn risk,893
churn risk,894
churn risk,895
churn risk,896
churn risk,897
churn risk,898
churn risk,899
churn risk,900
churn risk,901
churn risk,902
churn risk,903
churn risk,904
churn risk,905
churn risk,906
churn risk,907
churn risk,908
churn risk,909
churn risk,910
churn risk,911
churn risk,912
churn risk,913
churn risk,914
churn risk,915
churn risk,916
churn risk,917
churn risk,918
churn risk,919
churn risk,920
churn risk,921
churn risk,922
churn risk,923
churn risk,924
churn risk,925
churn risk,926
churn risk,927
churn risk,928
churn risk,929
churn risk,930
churn risk,931
churn risk,932
churn risk,933
churn risk,934
churn risk,935
churn risk,936
churn risk,937
churn risk,938
churn risk,939
churn risk,940
churn risk,941
churn risk,942
churn risk,943
churn risk,944
churn risk,945
churn risk,946
churn risk,947
churn risk,948
churn risk,949
churn risk,950
churn risk,951
churn risk,952
churn risk,953
churn risk,954
churn risk,955
churn risk,956
churn risk,957
churn risk,958
churn risk,959
churn risk,960
churn risk,961
churn risk,962
churn risk,963
churn risk,964
churn risk,965
churn risk,966
churn risk,967
churn risk,968
churn risk,969
churn risk,970
churn risk,971
churn risk,972
churn risk,973
churn risk,974
churn risk,975
churn risk,976
churn risk,977
churn risk,978
churn risk,979
churn risk,980
churn risk,981
churn risk,982
churn risk,983
churn risk,984
churn risk,985
churn risk,986
churn risk,987
churn risk,988
churn risk,989
churn risk,990
churn risk,991
churn risk,992
churn risk,993
churn risk,994
churn risk,995
churn risk,996
churn risk,997
churn risk,998
churn risk,999
churn risk,1000
churn risk,1001
churn risk,1002
churn risk,1003
churn risk,1004
churn risk,1005
churn risk,1006
churn risk,1007
churn risk,1008
churn risk,1009
churn risk,1010
churn risk,1011
churn risk,1012
churn risk,1013
churn risk,1014
churn risk,1015
churn risk,1016
churn risk,1017
churn risk,1018
churn risk,1019
churn risk,1020
churn risk,1021
churn risk,1022
churn risk,1023
churn risk,1024
churn risk,1025
churn risk,1026
churn risk,1027
churn risk,1028
churn risk,1029
churn risk,1030
churn risk,1031
churn risk,1032
churn risk,1033
churn risk,1034
churn risk,1035
churn risk,1036
churn risk,1037
churn risk,1038
churn risk,1039
churn risk,1040
churn risk,1041
churn risk,1042
churn risk,1043
churn risk,1044
churn risk,1045
churn risk,1046
churn risk,1047
churn risk,1048
churn risk,1049
churn risk,1050
churn risk,1051
churn risk,1052
churn risk,1053
churn risk,1054
churn risk,1055
churn risk,1056
churn risk,1057
churn risk,1058
churn risk,1059
churn risk,1060
churn risk,1061
churn risk,1062
churn risk,1063
churn risk,1064
churn risk,1065
churn risk,1066
churn risk,1067
churn risk,1068
churn risk,1069
churn risk,1070
churn risk,1071
churn risk,1072
churn risk,1073
churn risk,1074
churn risk,1075
churn risk,1076
churn risk,1077
churn risk,1078
churn risk,1079
churn risk,1080
churn risk,1081
churn risk,1082
churn risk,1083
churn risk,1084
churn risk,1085
churn risk,1086
churn risk,1087
churn risk,1088
churn risk,1089
churn risk,1090
churn risk,1091
churn risk,1092
churn risk,1093
churn risk,1094
churn risk,1095
churn risk,1096
churn risk,1097
churn risk,1098
churn risk,1099
churn risk,1100
churn risk,1101
churn risk,1102
churn risk,1103
churn risk,1104
churn risk,1105
churn risk,1106
churn risk,1107
churn risk,1108
churn risk,1109
churn risk,1110
churn risk,1111
churn risk,1112
churn risk,1113
churn risk,1114
churn risk,1115
churn risk,1116
churn risk,1117
churn risk,1118
churn risk,1119
churn risk,1120
churn risk,1121
churn risk,1122
churn risk,1123
churn risk,1124
churn risk,1125
churn risk,1126
churn risk,1127
churn risk,1128
churn risk,1129
churn risk,1130
churn risk,1131
churn risk,1132
churn risk,1133
churn risk,1134
churn risk,1135
churn risk,1136
churn risk,1137
churn risk,1138
churn risk,1139
churn risk,1140
churn risk,1141
churn risk,1142
churn risk,1143
churn risk,1144
churn risk,1145
churn risk,1146
churn risk,1147
churn risk,1148
churn risk,1149
churn risk,1150
churn risk,1151
churn risk,1152
churn risk,1153
churn risk,1154
churn risk,1155
churn risk,1156
churn risk,1157
churn risk,1158
churn risk,1159
churn risk,1160
churn risk,1161
churn risk,1162
churn risk,1163
churn risk,1164
churn risk,1165
churn risk,1166
churn risk,1167
churn risk,1168
churn risk,1169
churn risk,1170
churn risk,1171
churn risk,1172
churn risk,1173
churn risk,1174
churn risk,1175
churn risk,1176
churn risk,1177
churn risk,1178
churn risk,1179
churn risk,1180
churn risk,1181
churn risk,1182
churn risk,1183
churn risk,1184
churn risk,1185
churn risk,1186
churn risk,1187
churn risk,1188
churn risk,1189
churn risk,1190
churn risk,1191
churn risk,1192
churn risk,1193
churn risk,1194
churn risk,1195
churn risk,1196
churn risk,1197
churn risk,1198
churn risk,1199
churn risk,1200
churn risk,1201
churn risk,1202
churn risk,1203
churn risk,1204
churn risk,1205
churn risk,1206
churn risk,1207
churn risk,1208
churn risk,1209
churn risk,1210
churn risk,1211
churn risk,1212
churn risk,1213
churn risk,1214
churn risk,1215
churn risk,1216
churn risk,1217
churn risk,1218
churn risk,1219
churn risk,1220
churn risk,1221
churn risk,1222
churn risk,1223
churn risk,1224
churn risk,1225
churn risk,1226
churn risk,1227
churn risk,1228
churn risk,1229
churn risk,1230
churn risk,1231
churn risk,1232
churn risk,1233
churn risk,1234
churn risk,1235
churn risk,1236
churn risk,1237
churn risk,1238
churn risk,1239
churn risk,1240
churn risk,1241
churn risk,1242
churn risk,1243
churn risk,1244
churn risk,1245
churn risk,1246
churn risk,1247
churn risk,1248
churn risk,1249
churn risk,1250
churn risk,1251
churn risk,1252
churn risk,1253
churn risk,1254
churn risk,1255
churn risk,1256
churn risk,1257
churn risk,1258
churn risk,1259
churn risk,1260
churn risk,1261
churn risk,1262
churn risk,1263
churn risk,1264
churn risk,1265
churn risk,1266
churn risk,1267
churn risk,1268
churn risk,1269
churn risk,1270
churn risk,1271
churn risk,1272
churn risk,1273
churn risk,1274
churn risk,1275
churn risk,1276
churn risk,1277
churn risk,1278
churn risk,1279
churn risk,1280
churn risk,1281
churn risk,1282
churn risk,1283
churn risk,1284
churn risk,1285
churn risk,1286
churn risk,1287
churn risk,1288
churn risk,1289
churn risk,1290
churn risk,1291
churn risk,1292
churn risk,1293
churn risk,1294
churn risk,1295
churn risk,1296
churn risk,1297
churn risk,1298
churn risk,1299
churn risk,1300
churn risk,1301
churn risk,1302
churn risk,1303
churn risk,1304
churn risk,1305
churn risk,1306
churn risk,1307
churn risk,1308
churn risk,1309
churn risk,1310
churn risk,1311
churn risk,1312
churn risk,1313
churn risk,1314
churn risk,1315
churn risk,1316
churn risk,1317
churn risk,1318
churn risk,1319
churn risk,1320
churn risk,1321
churn risk,1322
churn risk,1323
churn risk,1324
churn risk,1325
churn risk,1326
churn risk,1327
churn risk,1328
churn risk,1329
churn risk,1330
churn risk,1331
churn risk,1332
churn risk,1333
churn risk,1334
churn risk,1335
churn risk,1336
churn risk,1337
churn risk,1338
churn risk,1339
churn risk,1340
churn risk,1341
churn risk,1342
churn risk,1343
churn risk,1344
churn risk,1345
churn risk,1346
churn risk,1347
churn risk,1348
churn risk,1349
churn risk,1350
churn risk,1351
churn risk,1352
churn risk,1353
churn risk,1354
churn risk,1355
churn risk,1356
churn risk,1357
churn risk,1358
churn risk,1359
churn risk,1360
churn risk,1361
churn risk,1362
churn risk,1363
churn risk,1364
churn risk,1365
churn risk,1366
churn risk,1367
churn risk,1368
churn risk,1369
churn risk,1370
churn risk,1371
churn risk,1372
churn risk,1373
churn risk,1374
churn risk,1375
churn risk,1376
churn risk,1377
churn risk,1378
churn risk,1379
churn risk,1380
churn risk,1381
churn risk,1382
churn risk,1383
churn risk,1384
churn risk,1385
churn risk,1386
churn risk,1387
churn risk,1388
churn risk,1389
churn risk,1390
churn risk,1391
churn risk,1392
churn risk,1393
churn risk,1394
churn risk,1395
churn risk,1396
churn risk,1397
churn risk,1398
churn risk,1399
churn risk,1400
churn risk,1401
churn risk,1402
churn risk,1403
churn risk,1404
churn risk,1405
churn risk,1406
churn risk,1407
churn risk,1408
churn risk,1409
churn risk,1410
churn risk,1411
churn risk,1412
churn risk,1413
churn risk,1414
churn risk,1415
churn risk,1416
churn risk,1417
churn risk,1418
churn risk,1419
churn risk,1420
churn risk,1421
churn risk,1422
churn risk,1423
churn risk,1424
churn risk,1425
churn risk,1426
churn risk,1427
churn risk,1428
churn risk,1429
churn risk,1430
churn risk,1431
churn risk,1432
churn risk,1433
churn risk,1434
churn risk,1435
churn risk,1436
churn risk,1437
churn risk,1438
churn risk,1439
churn risk,1440
churn risk,1441
churn risk,1442
churn risk,1443
churn risk,1444
churn risk,1445
churn risk,1446
churn risk,1447
churn risk,1448
churn risk,1449
churn risk,1450
churn risk,1451
churn risk,1452
churn risk,1453
churn risk,1454
churn risk,1455
churn risk,1456
churn risk,1457
churn risk,1458
churn risk,1459
churn risk,1460
churn risk,1461
churn risk,1462
churn risk,1463
churn risk,1464
churn risk,1465
churn risk,1466
churn risk,1467
churn risk,1468
churn risk,1469
churn risk,1470
churn risk,1471
churn risk,1472
churn risk,1473
churn risk,1474
churn risk,1475
churn risk,1476
churn risk,1477
churn risk,1478
churn risk,1479
churn risk,1480
churn risk,1481
churn risk,1482
churn risk,1483
churn risk,1484
churn risk,1485
churn risk,1486
churn risk,1487
churn risk,1488
churn risk,1489
churn risk,1490
churn risk,1491
churn risk,1492
churn risk,1493
churn risk,1494
churn risk,1495
churn risk,1496
churn risk,1497
churn risk,1498
churn risk,1499
churn risk,1500
churn risk,1501
churn risk,1502
churn risk,1503
churn risk,1504
churn risk,1505
churn risk,1506
churn risk,1507
churn risk,1508
churn risk,1509
churn risk,1510
churn risk,1511
churn risk,1512
churn risk,1513
churn risk,1514
churn risk,1515
churn risk,1516
churn risk,1517
churn risk,1518
churn risk,1519
churn risk,1520
churn risk,1521
churn risk,1522
churn risk,1523
churn risk,1524
churn risk,1525
churn risk,1526
churn risk,1527
churn risk,1528
churn risk,1529
churn risk,1530
churn risk,1531
churn risk,1532
churn risk,1533
churn risk,1534
churn risk,1535
churn risk,1536
churn risk,1537
churn risk,1538
churn risk,1539
churn risk,1540
churn risk,1541
churn risk,1542
churn risk,1543
churn risk,1544
churn risk,1545
churn risk,1546
churn risk,1547
churn risk,1548
churn risk,1549
churn risk,1550
churn risk,1551
churn risk,1552
churn risk,1553
churn risk,1554
churn risk,1555
churn risk,1556
churn risk,1557
churn risk,1558
churn risk,1559
churn risk,1560
churn risk,1561
churn risk,1562
churn risk,1563
churn risk,1564
churn risk,1565
churn risk,1566
churn risk,1567
churn risk,1568
churn risk,1569
churn risk,1570
churn risk,1571
churn risk,1572
churn risk,1573
churn risk,1574
churn risk,1575
churn risk,1576
churn risk,1577
churn risk,1578
churn risk,1579
churn risk,1580
churn risk,1581
churn risk,1582
churn risk,1583
churn risk,1584
churn risk,1585
churn risk,1586
churn risk,1587
churn risk,1588
churn risk,1589
churn risk,1590
churn risk,1591
churn risk,1592
churn risk,1593
churn risk,1594
churn risk,1595
churn risk,1596
churn risk,1597
churn risk,1598
churn risk,1599
churn risk,1600
churn risk,1601
churn risk,1602
churn risk,1603
churn risk,1604
churn risk,1605
churn risk,1606
churn risk,1607
churn risk,1608
churn risk,1609
churn risk,1610
churn risk,1611
churn risk,1612
churn risk,1613
churn risk,1614
churn risk,1615
churn risk,1616
churn risk,1617
churn risk,1618
churn risk,1619
churn risk,1620
churn risk,1621
churn risk,1622
churn risk,1623
churn risk,1624
churn risk,1625
churn risk,1626
churn risk,1627
churn risk,1628
churn risk,1629
churn risk,1630
churn risk,1631
churn risk,1632
churn risk,1633
churn risk,1634
churn risk,1635
churn risk,1636
churn risk,1637
churn risk,1638
churn risk,1639
churn risk,1640
churn risk,1641
churn risk,1642
churn risk,1643
churn risk,1644
churn risk,1645
churn risk,1646
churn risk,1647
churn risk,1648
churn risk,1649
churn risk,1650
churn risk,1651
churn risk,1652
churn risk,1653
churn risk,1654
churn risk,1655
churn risk,1656
churn risk,1657
churn risk,1658
churn risk,1659
churn risk,1660
churn risk,1661
churn risk,1662
churn risk,1663
churn risk,1664
churn risk,1665
churn risk,1666
churn risk,1667
churn risk,1668
churn risk,1669
churn risk,1670
churn risk,1671
churn risk,1672
churn risk,1673
churn risk,1674
churn risk,1675
churn risk,1676
churn risk,1677
churn risk,1678
churn risk,1679
churn risk,1680
churn risk,1681
churn risk,1682
churn risk,1683
churn risk,1684
churn risk,1685
churn risk,1686
churn risk,1687
churn risk,1688
churn risk,1689
churn risk,1690
churn risk,1691
churn risk,1692
churn risk,1693
churn risk,1694
churn risk,1695
churn risk,1696
churn risk,1697
churn risk,1698
churn risk,1699
churn risk,1700
churn risk,1701
churn risk,1702
churn risk,1703
churn risk,1704
churn risk,1705
churn risk,1706
churn risk,1707
churn risk,1708
churn risk,1709
churn risk,1710
churn risk,1711
churn risk,1712
churn risk,1713
churn risk,1714
churn risk,1715
churn risk,1716
churn risk,1717
churn risk,1718
churn risk,1719
churn risk,1720
churn risk,1721
churn risk,1722
churn risk,1723
churn risk,1724
churn risk,1725
churn risk,1726
churn risk,1727
churn risk,1728
churn risk,1729
churn risk,1730
churn risk,1731
churn risk,1732
churn risk,1733
churn risk,1734
churn risk,1735
churn risk,1736
churn risk,1737
churn risk,1738
churn risk,1739
churn risk,1740
churn risk,1741
churn risk,1742
churn risk,1743
churn risk,1744
churn risk,1745
churn risk,1746
churn risk,1747
churn risk,1748
churn risk,1749
churn risk,1750
churn risk,1751
churn risk,1752
churn risk,1753
churn risk,1754
churn risk,1755
churn risk,1756
churn risk,1757
churn risk,1758
churn risk,1759
churn risk,1760
churn risk,1761
churn risk,1762
churn risk,1763
churn risk,1764
churn risk,1765
churn risk,1766
churn risk,1767
churn risk,1768
churn risk,1769
churn risk,1770
churn risk,1771
churn risk,1772
churn risk,1773
churn risk,1774
churn risk,1775
churn risk,1776
churn risk,1777
churn risk,1778
churn risk,1779
churn risk,1780
churn risk,1781
churn risk,1782
churn risk,1783
churn risk,1784
churn risk,1785
churn risk,1786
churn risk,1787
churn risk,1788
churn risk,1789
churn risk,1790
churn risk,1791
churn risk,1792
churn risk,1793
churn risk,1794
churn risk,1795
churn risk,1796
churn risk,1797
churn risk,1798
churn risk,1799
churn risk,1800
churn risk,1801
churn risk,1802
churn risk,1803
churn risk,1804
churn risk,1805
churn risk,1806
churn risk,1807
churn risk,1808
churn risk,1809
churn risk,1810
churn risk,1811
churn risk,1812
churn risk,1813
churn risk,1814
churn risk,1815
churn risk,1816
churn risk,1817
churn risk,1818
churn risk,1819
churn risk,1820
churn risk,1821
churn risk,1822
churn risk,1823
churn risk,1824
churn risk,1825
churn risk,1826
churn risk,1827
churn risk,1828
churn risk,1829
churn risk,1830
churn risk,1831
churn risk,1832
churn risk,1833
churn risk,1834
churn risk,1835
churn risk,1836
churn risk,1837
churn risk,1838
churn risk,1839
churn risk,1840
churn risk,1841
churn risk,1842
churn risk,1843
churn risk,1844
churn risk,1845
churn risk,1846
churn risk,1847
churn risk,1848
churn risk,1849
churn risk,1850
churn risk,1851
churn risk,1852
churn risk,1853
churn risk,1854
churn risk,1855
churn risk,1856
churn risk,1857
churn risk,1858
churn risk,1859
churn risk,1860
churn risk,1861
churn risk,1862
churn risk,1863
churn risk,1864
churn risk,1865
churn risk,1866
churn risk,1867
churn risk,1868
churn risk,1869
churn risk,1870
churn risk,1871
churn risk,1872
