"total_amount","revenue_percentile","quantity_percentile"
722.2320000000001,0.0970970970970971,0.21121121121121122
721.98,0.0980980980980981,0.11911911911911911
720.3,0.0990990990990991,0.0
708.225,0.1041041041041041,0.0
697.9350000000001,0.1091091091091091,0.0
684.9150000000001,0.11511511511511512,0.0
681.975,0.11611611611611612,0.0
673.995,0.12112112112112113,0.0
667.38,0.12312312312312312,0.0
652.89,0.12812812812812813,0.0
652.2599999999999,0.12912912912912913,0.0
633.9900000000001,0.13413413413413414,0.0
625.905,0.14314314314314314,0.0
618.975,0.14814814814814814,0.0
616.98,0.14914914914914915,0.0
588.42,0.16416416416416416,0.0
586.6349999999999,0.16816816816816818,0.0
572.775,0.17417417417417416,0.0
570.78,0.17617617617617617,0.0
554.295,0.18118118118118118,0.0
548.73,0.1881881881881882,0.0
545.37,0.19119119119119118,0.0
545.055,0.1921921921921922,0.0
517.9649999999999,0.2122122122122122,0.0
514.605,0.21421421421421422,0.0
510.615,0.21921921921921922,0.0
488.985,0.23523523523523523,0.0
479.64,0.24424424424424424,0.0
477.53999999999996,0.24624624624624625,0.0
471.03000000000003,0.2502502502502503,0.0
462.21000000000004,0.2602602602602603,0.0
453.495,0.26926926926926925,0.0
452.865,0.2702702702702703,0.0
437.325,0.28428428428428426,0.0
431.44500000000005,0.2902902902902903,0.0
423.15,0.2962962962962963,0.0
422.72999999999996,0.2972972972972973,0.0
418.95,0.3003003003003003,0.0
398.475,0.32232232232232233,0.0
394.275,0.3303303303303303,0.0
388.28999999999996,0.3353353353353353,0.0
373.16999999999996,0.34734734734734735,0.0
369.495,0.35035035035035034,0.0
360.885,0.35935935935935936,0.0
359.20500000000004,0.36036036036036034,0.0
348.70500000000004,0.3733733733733734,0.0
344.4,0.37737737737737737,0.0
339.36,0.3833833833833834,0.0
335.895,0.3883883883883884,0.0
316.46999999999997,0.41041041041041043,0.0
308.91,0.42242242242242245,0.0
299.565,0.43243243243243246,0.0
290.43,0.44644644644644643,0.0
280.035,0.46046046046046046,0.0
271.95,0.47347347347347346,0.0
259.77,0.4924924924924925,0.0
257.145,0.4944944944944945,0.0
240.975,0.5185185185185185,0.0
233.51999999999998,0.5285285285285285,0.0
229.10999999999999,0.5345345345345346,0.0
225.01500000000001,0.5395395395395396,0.0
207.58499999999998,0.5755755755755756,0.0
206.43,0.5795795795795796,0.0
197.925,0.5925925925925926,0.0
190.155,0.6096096096096096,0.0
183.64499999999998,0.6206206206206206,0.0
182.91000000000003,0.6246246246246246,0.0
166.635,0.6586586586586587,0.0
166.005,0.6616616616616616,0.0
165.9,0.6626626626626627,0.0
162.75,0.6726726726726727,0.0
150.78,0.6916916916916916,0.0
141.75,0.7167167167167167,0.0
127.25999999999999,0.7437437437437437,0.0
115.08000000000001,0.7667667667667668,0.0
